Timestamp,Open,High,Low,Close,Volume
2025-10-20 00:05:00,187.39,187.46,186.9,187.07,761.9938
2025-10-20 00:10:00,187.07,187.25,186.32,186.4,1320.7575
2025-10-20 00:15:00,186.4,186.69,185.97,185.97,1067.5868
2025-10-20 00:20:00,185.97,186.0,184.53,184.93,4156.7806
2025-10-20 00:25:00,184.93,185.07,184.3,184.68,1552.6591
2025-10-20 00:30:00,184.68,184.68,183.86,184.46,2489.4952
2025-10-20 00:35:00,184.46,184.98,184.33,184.85,1560.0584
2025-10-20 00:40:00,184.85,185.5,184.79,185.03,1975.5246
2025-10-20 00:45:00,185.03,185.56,184.77,185.11,1089.3316
2025-10-20 00:50:00,185.11,185.33,184.87,185.25,748.9901
2025-10-20 00:55:00,185.25,185.79,185.25,185.68,738.0694
2025-10-20 01:00:00,185.68,186.1,185.32,185.35,2327.3453
2025-10-20 01:05:00,185.35,185.45,185.06,185.42,632.7268
2025-10-20 01:10:00,185.42,186.06,185.41,185.56,1072.1971
2025-10-20 01:15:00,185.56,185.87,185.37,185.55,421.7755
2025-10-20 01:20:00,185.55,185.67,185.22,185.47,634.3976
2025-10-20 01:25:00,185.47,186.01,185.38,185.79,556.8382
2025-10-20 01:30:00,185.79,186.38,185.74,185.75,2069.1245
2025-10-20 01:35:00,185.75,186.08,185.49,185.59,1194.1982
2025-10-20 01:40:00,185.59,185.97,185.49,185.87,634.4495
2025-10-20 01:45:00,185.87,186.01,185.48,186.0,1112.7346
2025-10-20 01:50:00,186.0,186.16,185.48,185.82,1228.3494
2025-10-20 01:55:00,185.82,185.89,185.62,185.69,958.139
2025-10-20 02:00:00,185.69,185.69,184.69,184.87,2165.2907
2025-10-20 02:05:00,184.87,185.05,184.54,184.67,871.3235
2025-10-20 02:10:00,184.67,184.98,184.18,184.63,1066.1731
2025-10-20 02:15:00,184.63,186.04,184.52,185.62,1477.6027
2025-10-20 02:20:00,185.62,186.24,185.56,186.0,1251.2687
2025-10-20 02:25:00,186.0,186.05,185.69,185.75,423.3798
2025-10-20 02:30:00,185.75,185.81,185.17,185.39,664.6903
2025-10-20 02:35:00,185.39,186.37,185.39,186.32,1948.0022
2025-10-20 02:40:00,186.32,186.78,186.17,186.6,2011.5697
2025-10-20 02:45:00,186.6,187.31,186.49,186.87,1292.5321
2025-10-20 02:50:00,186.87,187.37,186.59,186.8,951.6302
2025-10-20 02:55:00,186.8,187.0,186.55,186.85,604.3021
2025-10-20 03:00:00,186.85,186.94,186.41,186.43,952.2029
2025-10-20 03:05:00,186.43,186.63,185.88,186.11,1471.727
2025-10-20 03:10:00,186.11,186.72,186.1,186.72,846.3698
2025-10-20 03:15:00,186.72,187.39,186.61,187.12,883.48
2025-10-20 03:20:00,187.12,187.16,186.67,186.68,1085.7498
2025-10-20 03:25:00,186.68,186.87,186.52,186.87,681.3067
2025-10-20 03:30:00,186.87,187.17,186.65,186.81,973.0325
2025-10-20 03:35:00,186.81,187.39,186.79,187.39,724.6455
2025-10-20 03:40:00,187.39,188.36,187.34,188.05,2014.2764
2025-10-20 03:45:00,188.05,188.77,187.91,188.72,1258.5423
2025-10-20 03:50:00,188.72,191.77,188.72,191.33,6044.1704
2025-10-20 03:55:00,191.33,191.55,190.96,191.19,2007.2527
2025-10-20 04:00:00,191.19,191.87,191.19,191.78,2342.123
2025-10-20 04:05:00,191.78,192.46,191.39,191.53,3118.2969
2025-10-20 04:10:00,191.53,191.7,191.4,191.57,915.1639
2025-10-20 04:15:00,191.57,191.84,190.77,190.94,1476.4915
2025-10-20 04:20:00,190.94,191.03,190.57,190.68,1479.6808
2025-10-20 04:25:00,190.68,191.15,190.6,191.0,1040.4057
2025-10-20 04:30:00,191.0,191.73,190.98,191.35,517.3941
2025-10-20 04:35:00,191.35,191.92,191.35,191.6,773.3993
2025-10-20 04:40:00,191.6,191.91,191.49,191.76,605.5594
